Data from water_OFX002271__0__15-32-06-014.txt Node

Date: Tue Jul 01 15:32:06 IST 2025
User: win2
Spectrometer: OFX00227
Trigger mode: 0
Integration Time (sec): 1.550000E-1
Scans to average: 8
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2136
>>>>>Begin Spectral Data<<<<<
155.04	2680.75
155.43	2742.75
155.82	2662.38
156.21	2633.88
156.6	2675.75
156.99	2740
157.38	2687.12
157.769	2743.38
158.159	2681.12
158.549	2786.5
158.938	2790.62
159.328	2827.88
159.718	2733.25
160.107	2810.75
160.497	2679.38
160.886	2733.12
161.276	2712.62
161.665	2761.88
162.054	2694.62
162.444	2756.5
162.833	2695.5
163.222	2753.12
163.611	2688.88
164.001	2747.75
164.39	2688
164.779	2747.25
165.168	2686.38
165.557	2750.88
165.946	2683.88
166.335	2739.12
166.724	2690.88
167.113	2751.38
167.502	2686.62
167.89	2739
168.279	2733.38
168.668	2745.62
169.057	2688.62
169.445	2754.12
169.834	2692.25
170.223	2748.38
170.611	2692.38
171	2757.25
171.388	2688.38
171.777	2751.88
172.165	2690.12
172.554	2751.5
172.942	2689.5
173.33	2751.12
173.719	2690.75
174.107	2744.5
174.495	2686.5
174.883	2749.88
175.271	2689.62
175.659	2750.88
176.047	2680.5
176.435	2754
176.823	2692.38
177.211	2770.25
177.599	2781.88
177.987	2824.75
178.375	2739.62
178.763	2755.75
179.151	2667.12
179.538	2745.12
179.926	2713.12
180.314	2754.25
180.701	2689
181.089	2748.12
181.476	2685.75
181.864	2747.25
182.251	2682.62
182.639	2743
183.026	2692.25
183.414	2739.25
183.801	2687.12
184.188	2748.75
184.576	2686.88
184.963	2739.12
185.35	2687.5
185.737	2742.75
186.124	2688.12
186.511	2760.62
186.898	2710.38
187.285	2736.88
187.672	2692.12
188.059	2747.12
188.446	2681.62
188.833	2744.12
189.22	2688.12
189.607	2741.12
189.993	2860.75
190.38	2922.88
190.767	2791.38
191.153	2940.75
191.54	2847.38
191.926	2934.88
192.313	2810.62
192.699	2902.25
193.086	2833.75
193.472	2872
193.859	2803.88
194.245	2914.62
194.631	2855.5
195.018	2939.25
195.404	2802.25
195.79	2910
196.176	2816.12
196.562	2974
196.948	2827.25
197.334	2945.75
197.72	2815.5
198.106	2938.12
198.492	2897.88
198.878	2907.88
199.264	2873.25
199.65	2985.75
200.036	2848.38
200.421	2992
200.807	2882.25
201.193	2945.62
201.578	2885.88
201.964	2946.62
202.35	2846.88
202.735	2938.88
203.121	2885.5
203.506	2967.5
203.891	2884.88
204.277	2996.12
204.662	2848.12
205.047	2991.38
205.433	2831
205.818	2941.75
206.203	2848.12
206.588	2945.12
206.973	2882.12
207.358	3007
207.743	2910.25
208.128	2911.75
208.513	2876.88
208.898	2946.12
209.283	2928.12
209.668	2946.25
210.053	2887
210.438	3018.88
210.822	2907.75
211.207	3017.12
211.592	2914.25
211.976	2969
212.361	2937.12
212.745	2966.25
213.13	2960.25
213.514	2971.25
213.899	2918.88
214.283	2992.12
214.668	2868.88
215.052	2937.38
215.436	2928.12
215.82	3018.25
216.205	2916.75
216.589	3000.5
216.973	2929.12
217.357	2955.75
217.741	2885.88
218.125	3038.12
218.509	2938.38
218.893	2964.38
219.277	2924.38
219.661	2985
220.045	2949.5
220.429	2949.5
220.812	2923.12
221.196	3014
221.58	2914.62
221.963	3021.38
222.347	2909.12
222.73	3028.38
223.114	2976.12
223.498	3019.25
223.881	2924.25
224.264	3060.25
224.648	2959.5
225.031	3020.88
225.414	2996.62
225.798	2996.25
226.181	2930.75
226.564	3051.88
226.947	2967.5
227.33	3032.12
227.713	2953.12
228.096	3004.12
228.479	2959
228.862	3051.25
229.245	2954.75
229.628	3002.75
230.011	2955.88
230.394	3081.5
230.777	2951
231.159	3051.25
231.542	2978
231.925	3061.25
232.307	2955.25
232.69	3043.25
233.072	2970.12
233.455	3040.75
233.837	2973
234.22	3075.75
234.602	2947.25
234.985	3063.62
235.367	2994.25
235.749	3094.5
236.131	2931.62
236.514	3093.88
236.896	2968.5
237.278	3096
237.66	3031.62
238.042	3097.12
238.424	2990.25
238.806	3117.88
239.188	3005.88
239.57	3034.25
239.952	2987.38
240.334	3088.75
240.715	3028.25
241.097	3137.62
241.479	2991.5
241.86	3074.12
242.242	3013.38
242.624	3040.12
243.005	3019.88
243.387	3170.75
243.768	2995.38
244.15	3084.25
244.531	3022.88
244.912	3117
245.294	3113.12
245.675	3070.12
246.056	3109.38
246.437	3158.38
246.819	3032.62
247.2	3058.38
247.581	3045.75
247.962	3186.12
248.343	3050.12
248.724	3125.38
249.105	3095.62
249.486	3119.5
249.866	3104
250.247	3127.88
250.628	3090.25
251.009	3139.12
251.389	3046
251.77	3170.5
252.151	3080
252.531	3168.5
252.912	3093.38
253.292	3131.75
253.673	3061.38
254.053	3141
254.434	3053
254.814	3184.5
255.194	3084.38
255.575	3081.25
255.955	3004.62
256.335	3208.38
256.715	3064.5
257.095	3121.75
257.475	3077.88
257.855	3158.5
258.235	3102.5
258.615	3154.75
258.995	3130.12
259.375	3147.12
259.755	3094.38
260.135	3173.25
260.515	3113
260.894	3176
261.274	3115.62
261.654	3241.75
262.033	3152.12
262.413	3251
262.792	3108.38
263.172	3239.38
263.551	3114.25
263.931	3189.38
264.31	3132.38
264.689	3162.12
265.069	3123.12
265.448	3168.62
265.827	3138.38
266.206	3232.62
266.586	3163.12
266.965	3229.88
267.344	3113.12
267.723	3223
268.102	3144
268.481	3172.38
268.86	3150.62
269.238	3196.62
269.617	3178.12
269.996	3202.75
270.375	3156.38
270.754	3248
271.132	3131.88
271.511	3254.88
271.889	3205.38
272.268	3219.5
272.646	3182.38
273.025	3252.88
273.403	3218.12
273.782	3234.25
274.16	3244.75
274.538	3266.88
274.917	3147.88
275.295	3257.88
275.673	3150
276.051	3261.38
276.429	3219.25
276.808	3260.88
277.186	3191.38
277.564	3266.25
277.942	3237.5
278.319	3286.25
278.697	3207.5
279.075	3285
279.453	3249.62
279.831	3288.5
280.208	3215
280.586	3308.25
280.964	3246.5
281.341	3303.38
281.719	3239.62
282.097	3295.88
282.474	3224.5
282.851	3293.25
283.229	3286.5
283.606	3281.5
283.984	3308.75
284.361	3255.5
284.738	3277.38
